序号,文章标题,URL
40,“不做资金盘，毛利不到20%，我用数字人做动销创业”｜专访配播精灵张鸿显,https://mp.weixin.qq.com/s/K4XKKq8fgVHe9MuK6WOehw
41,歌手的梦想“进阶”：如何实现关键跃升？,https://mp.weixin.qq.com/s/Zp0I9Y6Fn7EetGRTZHzHHg
42,消费降级时代，年轻人把闲鱼玩成了小红书丨Z时代观察①,https://mp.weixin.qq.com/s/RXPMUdDHwF9EjJSe7WqXdA
43,10月网剧备案：晋江热文《第九农学基地》影视化、梁羽生《云海玉弓缘》被重拍,https://mp.weixin.qq.com/s/xNmGCHKNwcCzvA1XgfgQhw
44,一部主旋律电影，与偏离的争议,https://mp.weixin.qq.com/s/OzGyAJ9RTmHhc5JBPaNVOw
45,明星离场，主播停播，今年双11他们为啥不割韭菜了？,https://mp.weixin.qq.com/s/xW67TTkDor-jOzPrQJaNog
46,综艺「暖冬期」来临,https://mp.weixin.qq.com/s/9XuCld96aJWpsuoKgIdoaQ
47,AI杀入AV界？“史上首位硅基女优”是人类福音还是道德沦丧？,https://mp.weixin.qq.com/s/Yj-fQfldzi5y-QQ2EkZGgg
48,一部财经题材的话剧是什么样的？,https://mp.weixin.qq.com/s/t2FQclr1COOakVrSEwAyCw
49,殷世航留学、阿giao化身人生导师，争议网红们如何重塑人设？,https://mp.weixin.qq.com/s/n4ZfnuTKbkaaFEP57nZgPg
50,年末电影犯罪扎堆，黑深残成主流,https://mp.weixin.qq.com/s/Wc8g428c798-hr5ntgOS5w
51,精品化的风刮到了微短剧,https://mp.weixin.qq.com/s/DwWRRfXGu0siKyCASRdCig
52,探班《清明上河图密码》，拆解国剧虚拍样本秘籍,https://mp.weixin.qq.com/s/FI4KpMU62k1v5WHaXXRylg
53,这场顶级盛宴，为何引发内娱“尖叫”？,https://mp.weixin.qq.com/s/H61ds0aP7NRszeMzu6GlaA
54,支付宝直播迎来新升级，商家品牌入局的最佳时机到了？,https://mp.weixin.qq.com/s/vg64q93rNvz8TfCEKmD37w
55,谁在戕害“二次元”？《涉海》cosplay争议始末,https://mp.weixin.qq.com/s/2N4T6dmcAlvJEFGa-T1jQg
56,9位行业大咖，一次“说透”抖音影视宣发方法论,https://mp.weixin.qq.com/s/WRElym5YR3vl8jQ4lWwnvg
57,CEIS 2024 中国娱乐产业年会暨金河豚荣誉推选正式启动,https://mp.weixin.qq.com/s/DZNMN1JvXIAHpttqZi93Ew
58,最高限价2500万后，还有多少明星坚持拍戏？,https://mp.weixin.qq.com/s/bWEWJHibSPd4vTVRCTD51g
59,1月《繁花》的商务热，剧集市场的昙花一现？,https://mp.weixin.qq.com/s/9tx3NqIisixV5DMpYP1BOA
60,优爱腾会员存量战：免费逛澡堂、积分换超点、平台也卖货,https://mp.weixin.qq.com/s/vHwTnN4mCRTPe9dgVPOw9Q
61,古偶升级，群像复兴,https://mp.weixin.qq.com/s/Flge57XvMEOc4p6AL_-yhA
62,瞄准米粉还是中产？小米汽车定价难,https://mp.weixin.qq.com/s/z8kOns4V0sB6jyu3yXn4GA
63,250个饮品联名复盘：FENDI茅台难复制，萌系惜败丧系｜数据控,https://mp.weixin.qq.com/s/HO8PRkwZY3f1dq-PcAdlcA
64,“五分钟美甲店”全国爆火，有90后月入10万,https://mp.weixin.qq.com/s/Kzijy6kgmTwfPRUAzTL5lg
65,问界超理想成为新势力销冠，社交营销如何助力车企？,https://mp.weixin.qq.com/s/VGg0__fUaqh4bRnkRk5dMQ
66,精品化大势下，短剧营销有了新风向,https://mp.weixin.qq.com/s/ZpE1ssEIIpcL1gZQvms_nw
67,烧钱烧脑，年轻人最怕过年送礼,https://mp.weixin.qq.com/s/_QH2IRuBCW0Uc6ZPPnQLew
68,1月网络动画备案：总量增46%，B站《赘婿》腾讯《斗罗大陆》开第二季,https://mp.weixin.qq.com/s/3z7iQutWGz2RH3xuCWz_uQ
69,千里运猫，筹款近300万，动保走向流量化,https://mp.weixin.qq.com/s/FMzfy1Ia0EuK3gQa_hYTIg
70,品牌扎堆《王者荣耀》动画，什么是动漫营销的正确打开方式？,https://mp.weixin.qq.com/s/3Iv5WIqfNgFm1w1JAty2Ig
71,我们为什么还在期待2024的综艺？,https://mp.weixin.qq.com/s/aOw_wCsA97tUIfNT3vrJZA
72,“合家欢剧”重袭2024剧集春节档,https://mp.weixin.qq.com/s/Poxf_xFJE3NujVml2XqJLg
73,1月电视剧备案：开年形势向好，玄色小说《守藏》、王小枪新剧《生命缘》备案,https://mp.weixin.qq.com/s/L8vz1cIKMc4HaZ6QsdbjNg
74,春晚跳科目三，为什么不可以,https://mp.weixin.qq.com/s/MArnD6fuOxYPvj7o5dHx2Q
75,互联网大厂CNY营销一览：谁最得品牌芳心？,https://mp.weixin.qq.com/s/aejKu9S7arhjjr2lIUZcVw
76,春节档宣发大战：票补很“热辣”，预售未“飞驰”,https://mp.weixin.qq.com/s/TZbsJInAuv_ecPt1PtCBHw
77,​龙年春节，AIGC带来哪些“新年俗”,https://mp.weixin.qq.com/s/5W-QHXT3S2-AC6uXv9oPfw
78,一月电影备案：《你好旧时光》、光线《白夜行》立项，姜文有了新项目,https://mp.weixin.qq.com/s/1iD_JDWkz4S5qI8a0rzsXQ
79,一天200元，难找春节宠物喂养人,https://mp.weixin.qq.com/s/YEFVTTp7MMaj0IMM6_Ogcw
80,贾玲现腹肌，宣发亮底牌，《热辣滚烫》能否“再赢一次”,https://mp.weixin.qq.com/s/x2K1uoTgbKX82fBgVzU9Jw
81,我们让AI来判断央视龙年春晚吉祥物，是不是AI画的？,https://mp.weixin.qq.com/s/2b_tdW4k0Ywmnk2zIvZ7eg
82,1月网剧备案：《御赐小仵作》《闪耀的她》续作来袭，悬疑涉案仍热门,https://mp.weixin.qq.com/s/K73ybwiilXZIIC_LGeueTQ
83,火上春晚的「新中式」，成为年轻人的新潮流,https://mp.weixin.qq.com/s/FmWw_gNSFZadEhHU578_ig
84,《第二十条》：张艺谋为春节定制的影院版小品,https://mp.weixin.qq.com/s/Z94BACw6RWkGrRK-szmBRQ
85,2024春节档，游戏也卷起来了,https://mp.weixin.qq.com/s/gVTn2a8XjdmjlPDerb2wbg
86,Sora降临！影视业：我又要被颠覆了吗？,https://mp.weixin.qq.com/s/pAEpv8EzVajAMD42T9iLsQ
87,00后整顿过年红包,https://mp.weixin.qq.com/s/XsI5MxTrt_Z4D8fAoV59kA
88,龙年春晚超26个赞助商大盘点，你记住了谁？,https://mp.weixin.qq.com/s/v06JHUkwxE_wAcNWCRqMkw
89,《红毯先生》：做春节档的“反骨” | 宁浩专访,https://mp.weixin.qq.com/s/W0F85CWBEDzWv1xA7I-YVw
90,范丞丞能成为下一代“沈腾”吗？,https://mp.weixin.qq.com/s/G4K7bWI8qeQfaCbMnieAxA
91,《上春山》持续发酵，大厂怎么“蹭”春晚的流量？,https://mp.weixin.qq.com/s/JOz0WNMvg0xkH2LfFVE1Ow
92,群雄鏖战春节直播间，“泼天富贵”轮到谁?,https://mp.weixin.qq.com/s/ryYJ1X3_OUe_JYeMdCbbZg
93,比亚迪打响“电比油低”价格战，2024汽车营销到底有多卷？,https://mp.weixin.qq.com/s/QLhRpgMF8vvoqcLV2ubs9g
94,三只松鼠做抖音：从19.9元10包的夏威夷果开始｜品牌深壹度,https://mp.weixin.qq.com/s/PdDtkjzjxlpyxwarKK-vJw
95,因为盗摄，我和相亲对象吵了三天｜观点大辩论,https://mp.weixin.qq.com/s/rFYZNidXXmIYoPtcATYIEw
96,Sora屠城，AI创业者反攻|调查⑤,https://mp.weixin.qq.com/s/d2_HlbidOH4VaAyW4F5Nkw
97,Sora互联网纪实：卖课割韭菜、私域带你飞、A股大涨停、影视圈淡定,https://mp.weixin.qq.com/s/x-h9rWMByUjNxuwlPIusVw
98,涌向新马泰的年轻人，养肥了谁？,https://mp.weixin.qq.com/s/ce9ZlDF2FFvRbmBvSN8GHQ
99,李雪琴比贾玲更好笑，第四代网红喜剧人正当时,https://mp.weixin.qq.com/s/Jo9Olz2MNVJLd4d-jVMqtA
100,七日报收75.5亿，电影频道如何让春节档“热辣飞驰”？,https://mp.weixin.qq.com/s/LKtb2X2vDuEDAmcYNNAFKQ
101,春节返乡故事汇：被手机套牢的爸妈，愿意为什么App买单？,https://mp.weixin.qq.com/s/0WtwB2mPF0jckMNYvO3QYQ
102,“李一舟何许人也” ｜ 底片,https://mp.weixin.qq.com/s/F8MxM3iiEJgec694KSjMVQ
103,狂赚 590 亿！肯德基过了一个肥年,https://mp.weixin.qq.com/s/U-nx40NIetkXu0_6ViHXew
104,资本永不眠，AI数字人有一颗做“通讯社”的野心 | 专访总台“AI王冠”团队,https://mp.weixin.qq.com/s/rVmb9wUwJnTX4L0fVDv18Q
105,2024，地方广电的主播台变天了,https://mp.weixin.qq.com/s/ArJJ7K_JzaDLjImityMWDQ
106,“单机+二次元+影视”三管齐下，马化腾为啥看上了《古剑奇谭》？,https://mp.weixin.qq.com/s/UZvWAXrKLKeblaVsYBqpUw
107,春节档宣发启示录：找到点燃社交口碑的那根火柴,https://mp.weixin.qq.com/s/V4ixKpqMVMS18cDjZ6f-rw
108,一天卖出2万元，返乡打工人养肥县城奶茶店,https://mp.weixin.qq.com/s/uPywBgDzw9zDbHNid6quvQ
109,杨迪、麻子哥、谢广坤纷纷“爆改”，背后是谁赚麻了？,https://mp.weixin.qq.com/s/yjs0c7njt8Qn43uWUC1rFQ
110,为什么影视圈羞于说自己在拍偶像剧？,https://mp.weixin.qq.com/s/6pcr9rVBu91E67BzH7E93A
111,明星成为“饭搭子”，短视频探店进入3.0时代,https://mp.weixin.qq.com/s/UVAxBZJr6ShEWasBbvdimw
112,收购《古剑奇谭》，腾讯要做老IP重启的元梦之星？,https://mp.weixin.qq.com/s/YUnySUJPlRWSNofRLR2X6g
113,二月旦逢良辰，顺颂时宜 | 小娱月报,https://mp.weixin.qq.com/s/3ajdcOwpVECUJqWoIUDK1A
114,文投控股被债权人“重组”：连亏四年，关闭32家影城，2.8亿债务今年到期,https://mp.weixin.qq.com/s/_PoDV9f_hRUXi1EdAFnxWQ
115,驻守本土的《还是觉得你最好2》，在打一场硬仗,https://mp.weixin.qq.com/s/NNqr19gJFlSa9Nvh3oh8uw
116,互联网思维做购物中心，X27是遥望的救命稻草吗？,https://mp.weixin.qq.com/s/_erwzcIffjX5Aj2tAV97_g
117,在便利蜂，所有人都知道的，算法不知道,https://mp.weixin.qq.com/s/8kMLQKMUqlAJqwDdveMPTg
118,韩国爆火的人生四格，为何在中国是“商场刺客”？,https://mp.weixin.qq.com/s/1MKELUVEeClc4btnGTzSIQ
119,内容小而美、变现多又宽，综艺行业迎来「新物种」,https://mp.weixin.qq.com/s/UX4CMVzIpnqogvLWbwC5Bg
120,董宇辉清空了微博，但与辉同行放不下流量,https://mp.weixin.qq.com/s/U4BjblbBjhz4AajsNCf5Ng
121,娱乐资本论招聘持续进行中,https://mp.weixin.qq.com/s/dJHVYQx7DkAioepmPkoMQA
122,环球音乐大战TikTok：AI时代下的版权“新叙事”,https://mp.weixin.qq.com/s/vX4j8Gj-1319hQEfui70hA
123,教父李一舟背后的教父，揭秘龚文祥的AI发家秘史,https://mp.weixin.qq.com/s/aU0_P8HMal-QMqLxNlrBAA
124,新能源汽车的2024：地狱开局，如何杀出一个春天？,https://mp.weixin.qq.com/s/4reG_5qdcGPuaT04chgt6g
125,《猎冰》以小博大背后，那些被忽视的“必然” | 专访主创,https://mp.weixin.qq.com/s/tAI6_VyDpIVfRzlyZHzKjA
126,从竞争到合作，游戏直播行业继续“拆墙”,https://mp.weixin.qq.com/s/G0Si2K5y97s7oyhied_JGA
127,采购价跌80%、三台联播、跟播网站，省级卫视剧场变天了,https://mp.weixin.qq.com/s/UEJjHI4L6ckhhMPKLYk1xg
128,瑞幸超越星巴克的四个关键词,https://mp.weixin.qq.com/s/aaDwE4s-FfzfZkCBq-x_GQ
129,回县城买别墅的年轻人,https://mp.weixin.qq.com/s/xTI7p7KWShRWeXQrXw_upA
130,房地产褪热，文旅拔头筹，春节消费大转向,https://mp.weixin.qq.com/s/VqxpKiXYxewgPoJ-dLKaWg
131,“不追求爆款，北美已是红海，海外短剧需要抱团取暖”｜专访嘉书冰甜,https://mp.weixin.qq.com/s/nmHI_Up9AYIYNCZ99NA_5Q
132,一部《周处除三害》，两岸电影交流正当时,https://mp.weixin.qq.com/s/KU9kKqiLy1LeoMP_ZYNdBg
133,批片救急、头部赶制，2024“片荒”有解了？,https://mp.weixin.qq.com/s/_0Gp1hwWr1PsIFmW6mD-vA
134,海外短剧未来一定会有全球精品IP｜专访前海像样Huntmobi,https://mp.weixin.qq.com/s/gH3JaKXtAo0_gz2i9KxtQA
135,农夫山泉钟睒睒错了吗？,https://mp.weixin.qq.com/s/prpKP2VIwxHrB7XhPPFAmQ
136,2月IP衍生品：吴邪生日季周边卖爆，52TOYS超过泡泡玛特,https://mp.weixin.qq.com/s/Hoau5TGpu4Dg7prsKlePXA
137,“受众更下沉，我们要做短剧行业的‘拼多多’”｜专访短剧第一股MPU,https://mp.weixin.qq.com/s/3WIW7prPL22KRNxoI_p5XA
138,2月互联网专利盘点：百度研究数字人形象自动制作，哔哩哔哩实现虚拟主播自主互动,https://mp.weixin.qq.com/s/Jpu4hge8gQ3xELav_o4lNg
139,揭秘“穿戴甲”产业链：水晶之乡、直播带货、“卷”到海外,https://mp.weixin.qq.com/s/zO3NZpNJ3OmlZcm7sTqKcA
140,揭秘网文IP的“短剧之路”：IP入股、“无息贷款”、改编三原则,https://mp.weixin.qq.com/s/Jo55RKJLM1fTXpYTPJNesQ
141,完蛋！国产剧行业被“口贩子”编剧包围了？,https://mp.weixin.qq.com/s/aOWZD3LuLdx2xLvpoMJhHA
142,《南来北往》刷新爱奇艺记录，《猎冰》被“骂赢”丨二月剧集商务总结,https://mp.weixin.qq.com/s/z-RTgMWi9VsGWAvf_8pPfw
143,Taylor Swift全球巡演：行走的GDP,https://mp.weixin.qq.com/s/VkXh4D4tkErqHLKK1goZ1g
144,影视行业回暖的风，终于吹到了香港,https://mp.weixin.qq.com/s/y6qvcQ2pMDA1Sbyh5eh0nw
145,短剧闯入海外：高举高打、本地化、AI和长期主义｜深度,https://mp.weixin.qq.com/s/7YqDr7qqk6FaVWEpxt0Kjg
146,“海外短剧是蓝海有机会，但更需要长期主义”｜专访点众科技,https://mp.weixin.qq.com/s/rnQSkmZL18O0LRq9LiRqYA
147,名人的抖音创作法则：新中式审美，反焦虑心态，综艺化编排,https://mp.weixin.qq.com/s/sKBUFZ1gvCC1w061MKLaGw
148,2月网络动画规划备案：《时光代理人》开新篇章，《眷思量》出第二季,https://mp.weixin.qq.com/s/wNRmk9s1Ba03skH0RqovMw
149,理想MEGA，傲慢的代价,https://mp.weixin.qq.com/s/n7T8aUkuhDpYz2eOJNMXHA
150,珀莱雅三八营销疑翻车，消费者太敏感还是品牌不敏锐？,https://mp.weixin.qq.com/s/Xkf-99LhjcqfmIjn4NdtCA
151,2月网剧备案：古装升温、男频起势、尾鱼IP出新剧，徐峥《囧徒》系列通过备案,https://mp.weixin.qq.com/s/aAQkb1Sp-y50KBBgwRYJeg
152,茶饮品牌的“抖音战场”：直播一天过亿，海量达人成“线上加盟商”,https://mp.weixin.qq.com/s/W00dyjYdzQrnGuwI7xSRqA
153,2024音乐演出7大趋势：艺人卷向国际，地点沉到县城,https://mp.weixin.qq.com/s/8myrkcNt0nmQ3Kr1O2HzCQ
154,配音配乐也失业？国产Sora Opera看视频配音效，还能生成BGM丨首发,https://mp.weixin.qq.com/s/tyqeJwkgFJK8NtmtVfdm7Q
155,吴京《奔赴双雄》为中美合拍，陈思诚韩寒联手拍女性悬疑丨新电影备案,https://mp.weixin.qq.com/s/gl80QGfIrEqpIp88taEQFQ
156,从北上广打到小县城，万店瑞幸超越星巴克,https://mp.weixin.qq.com/s/cbgtZcOp2nSJoUQVJjnB3w
157,横屏短剧“稳了”,https://mp.weixin.qq.com/s/yvXB1Z8R3rHemh_RRquRWw
158,县城宝妈做的“穿戴甲”，成了北美辣妹的心头好 ｜中国产业带,https://mp.weixin.qq.com/s/RgwYtsg7x3kuHOzThZkpIA
159,演出票务乱象频生，人人皆可当黄牛,https://mp.weixin.qq.com/s/82PAenA3Fn3rJOmMEXsuBQ
160,从《演员的诞生》到《无限超越班》，演技类综艺这一生是坎坷的一生,https://mp.weixin.qq.com/s/zWk_JcS1shI49RRdGx3tLA
161,新中式营销，为什么只火不爆？,https://mp.weixin.qq.com/s/DVhZKhjpTgJ_EZDY6iH-0A
162,最高破3000万，男频拔得头筹、韩风短剧爆火丨本周短剧Top 10,https://mp.weixin.qq.com/s/o1hRq-ITLF95D5iuM3bnFw
163,解码万部短剧起名：一场关乎中国人“完美人生”的极致狂欢,https://mp.weixin.qq.com/s/NzPZ0Eb6inKOoScx4oDSaQ
164,那些转行做短剧的人，财富自由了吗？｜调查,https://mp.weixin.qq.com/s/oP0eI96HJmx55lWifWLTzA
165,头铁的听花酒凭什么硬刚315？,https://mp.weixin.qq.com/s/cMdeo3hnJ1xfhujpf50aQA
166,余华新作《文城》、猫腻男频剧《大道朝天》备案，倪妮刘雅瑟搭档女性悬疑剧丨2月电视剧备案,https://mp.weixin.qq.com/s/v8rz6yNKclCLndqQWG4DrA
167,娃哈哈还能吃多久流量红利？,https://mp.weixin.qq.com/s/DHJbMrydCRQsy_fRniQTjA
168,TME在线音乐强劲增长背后：内容生态加速释放音乐消费潜能,https://mp.weixin.qq.com/s/dw6T1O_HfA9tbKIHr32RWg
169,网易脚踩腾讯破千亿，“小学生”撑起半边天,https://mp.weixin.qq.com/s/6TfVasQcvj_BShbCWksudA
170,传统影视人该怎么做短剧？｜对话抖音、完美、北京精彩、登峰,https://mp.weixin.qq.com/s/TQ6KjKQH9ElrQEEvyHPuGQ
171,2024的香港电影，到了触底反弹的时刻,https://mp.weixin.qq.com/s/GyMLvyTR5DkdFzsg2FGkiQ
172,电视剧《追风者》黄金段收视第一：儒意风起，万达提速,https://mp.weixin.qq.com/s/zL9CjXioQBRXI4zlEuPXIA
173,“医美印钞机”失速，年轻人不爱玻尿酸了,https://mp.weixin.qq.com/s/u9Gh40en6Oo5usOzNo-0Cw
174,黄油小熊背后，是表情包IP的泡沫经济危机,https://mp.weixin.qq.com/s/7ln8TgmD289d1s4OJFKLsw
175,《飞驰人生》影剧联动，阿里大文娱一盘“好棋”,https://mp.weixin.qq.com/s/9RJon-5mR2uaaxQWZ4plmA
176,女频很热，制作升级，热度最高破6000万｜本周短剧Top 10,https://mp.weixin.qq.com/s/IMRp2sY2zs_xiyc82XHvOQ
177,Suno改造音乐圈？还早,https://mp.weixin.qq.com/s/slYgzlaAZjcJcPpGeAlCcA
178,杨子卖1单腊肉，汪涵退货超75%，明星带不动货了,https://mp.weixin.qq.com/s/Tvg3xhQfwq5PdB1xyWPPnw
179,从社区出发，知乎盐言故事的“生态升级”进行时,https://mp.weixin.qq.com/s/jLBdV_m2qnhqVWU5nrdt0Q
180,在连续骂了《白荆回廊》两个月后，我患上了“荆”神病,https://mp.weixin.qq.com/s/SKXtmwcYuV-MF3I8iaqj0A
181,影视营销迎来“唯效果论”时代？,https://mp.weixin.qq.com/s/Rbhh3HVPb-aqNutsn7xabg
182,让米哈游”崩坏“的内鬼，是一群什么人丨调查,https://mp.weixin.qq.com/s/duoZK8G7ZgfGSz6s6iKmmQ
183,影视制作车落地，虚拟拍摄扩大应用规模，优酷“技术+”进行时,https://mp.weixin.qq.com/s/Zf9O7hlK5QNIrCZgcC0Iow
184,非直播收入飙升，两条腿走路的斗鱼更稳了,https://mp.weixin.qq.com/s/4mrpZbZqtmKNARGL4N3HhQ
185,李云迪2024大动作：发行全新莫扎特专辑+欧洲20城巡演,https://mp.weixin.qq.com/s/87jtWXFQCFic684P6miEpA
186,观往知来，《抖音娱乐音乐白皮书》给行业带来了哪些参考？,https://mp.weixin.qq.com/s/Fhp-WyTku-wZLBrdEVQ8JQ
187,B站CEO陈睿：为优质创作者搭建舞台，让好内容“被看见”,https://mp.weixin.qq.com/s/d0q4mPPRELpYexaWZ_TXcg
188,《蓝色星原》全女角：坚定的媚男策略有用吗？,https://mp.weixin.qq.com/s/cc_tuD63ntlJsutqytCq1w
189,2024年，短剧还有爆款密码吗？,https://mp.weixin.qq.com/s/byyecHVLylVju76LzyVu3Q
190,2月下电影备案：文牧野新作、开心麻花新IP备案，动画IP改编热,https://mp.weixin.qq.com/s/8ws-LkbWhSEwTv4AJ9-e7g
191,绑定张艺谋王家卫徐峥等，为什么欢喜传媒9年有7年亏损？,https://mp.weixin.qq.com/s/Kx_v6OjgVbFZ1pVGzFoRiw
192,3月IP衍生品：泡泡玛特强势领跑，《龙珠》手办销售额达1800万,https://mp.weixin.qq.com/s/UL0adLWaZjMzb2lmaXxlaA
193,《草木人间》复制《河边的错误》？文艺电影夹缝中营销,https://mp.weixin.qq.com/s/MJuU_EjYvCjwDGvU5vXwPQ
194,幼态、魔改、碰瓷营销，网易是怎么花10亿对付金庸IP的？,https://mp.weixin.qq.com/s/3mOd1D4BO5BptaxHd7aJOg
195,复仇与战神屠屏，恋综与特效爆发｜解析本周短剧Top 10,https://mp.weixin.qq.com/s/yuUK0av1BhP6Itm_AQ4xFw
196,2024孤独症日｜点亮璀璨星空 腾讯音乐以多元艺术对话“星星的孩子”,https://mp.weixin.qq.com/s/RtqaYu55JbXDSaNfz1oS5A
197,投入1000万+做短剧，品牌到底图什么？,https://mp.weixin.qq.com/s/mKMnR50gfH7ObUD7W6vvXw
198,3月互联网专利盘点：百度研究AI驱动数字人，华为聚焦VR成像,https://mp.weixin.qq.com/s/T8vJLBt85MhvMsQYMCjmDg
199,我们在春推会现场，看到新质与传统的碰撞,https://mp.weixin.qq.com/s/k2MfITtBZHAJVRge81jY0w
200,禁售、跳水，家用美容仪“塌房”了,https://mp.weixin.qq.com/s/0qIgcU7QjwNQw3La_D2evg
201,走访东莞，我们看到了中国潮玩的七个关键字,https://mp.weixin.qq.com/s/odXaZVYHXlrjiYK9mk1Wmw
202,《四海》后果麦亭东再牵手，5000万拍首部三国动画电影,https://mp.weixin.qq.com/s/uOgmvknGhR_CJ6zRap3HzA
203,三月暮，花落更情浓 | 小娱月报,https://mp.weixin.qq.com/s/lX4qY7b54wQ0nhFaqih8QQ
