AIGC: {"Label":"1","ContentProducer":"001191110108MA01KP2T5U00000","ProduceID":"f0f0e3875c059d20aae55aee272a7374","ReservedCode1":"","ContentPropagator":"001191110108MA01KP2T5U00000","PropagateID":"f0f0e3875c059d20aae55aee272a7374","ReservedCode2":""}

序号,文章标题,URL
129,"技术造不出故事，喜剧突破边界，电影工业3.0时代，科幻电影再出发",https://mp.weixin.qq.com/s/vvEVctzxbUTkjDBagdjaEw
130,"年入2000万的猎头，正在逃离字节",https://mp.weixin.qq.com/s/luPKTdS2PqQWomevM9EXaw
131,"苹果头显降临，AI虚拟人的救星还是流星？",https://mp.weixin.qq.com/s/XvO7aDx1kZ-vycWj0Crnsg
132,"爆槽娱子酱：苹果直播首秀翻车？肯德基联名再出爆款！",https://mp.weixin.qq.com/s/jY3-2zQkXOBhAzFnqMpXTw
133,"郭帆、陆川确认出席 | 首届上海文娱科创沙龙6月12日相约徐汇",https://mp.weixin.qq.com/s/-PPpVQT94YJGiNwomy_Hiw
134,"为奴十二年，中国动画公司走入第三阶段",https://mp.weixin.qq.com/s/hb2ocayfxZZ9mbhj64hETQ
135,"AI炒股论、长剧抢电影、调票房分账：上影节又成为大佬们的真话大冒险",https://mp.weixin.qq.com/s/zW2OmFMy5sHjjiKUwuooUw
136,"第一家借体育赛事开卷直播带货，优酷还有多少惊喜",https://mp.weixin.qq.com/s/fvAxFAvb6Ogw3FnhPDz4tg
137,"乌龙频出、商业混乱，梅西中国行缘何一地鸡毛？",https://mp.weixin.qq.com/s/b5L1iDoiI-S8j34GjgpqKg
138,"中国影视出海迈入“第二程”",https://mp.weixin.qq.com/s/EBdXLSQjqHFYmkM8UAAxlA
139,"当9.9元秒杀撞上699元买不了一双袜子的张雨绮",https://mp.weixin.qq.com/s/twOx2rsUPcrL-075a9czwA
140,"在北美澳洲只卖几千元的影片，成为东欧市场宠儿",https://mp.weixin.qq.com/s/9olCJeSCEal9PfRYZ9lI8Q
141,"60位老年人观剧喜好调查：三大主流，央视剧年代剧靳东剧",https://mp.weixin.qq.com/s/tvMGw3RYRPEWiDDvCdxOrA
142,"蔡徐坤蔡依林张靓颖周深威神V……2023TMEA盛典第一波阵容官宣！",https://mp.weixin.qq.com/s/hLYWGVmEQPnsn0lDJuvIlg
143,"人人都爱迪士尼，它却疯狂亏钱",https://mp.weixin.qq.com/s/NsmClSvb-y8TB3sS6oAwKA
144,"陈可辛：很多年后我才看懂张曼玉在《甜蜜蜜》中的表演|上影节观察",https://mp.weixin.qq.com/s/Y_r7B8GmI8T5oDlqSdn65g
145,"郭帆：AI让我们与好莱坞站在同一起跑线 | 首届上海文娱科创沙龙",https://mp.weixin.qq.com/s/VDzcOxTjWJGyNhaeoWM10A
146,"疯狂的街拍：谁在用你的照片赚钱？",https://mp.weixin.qq.com/s/aFLUUSHxVxJnowOCUADMAA
147,"这本AIGC独门秘笈，你值得拥有！（内含福利）",https://mp.weixin.qq.com/s/6URnH0GxsrD-ikAW3NHJsw
148,"梅西真直播也救不了一地鸡毛的阿根廷中国行",https://mp.weixin.qq.com/s/q068J_x1uxuQkbYTJqv4DQ
149,"爆槽娱子酱：林志颖代言小鹏汽车但开的是特斯拉？天猫携手易烊千玺“破框”",https://mp.weixin.qq.com/s/U84AeohUfpYSDAQ5qtiQYQ
150,"3、4月电视剧备案：甜宠、职场IP多，檀健次《爱情有烟火》杀青，钟汉良《亦舞之城》开机",https://mp.weixin.qq.com/s/fcI7GrQuNwZQ_R8FMwwvJQ
151,"科影融合路在何方？听电影人们华山论剑",https://mp.weixin.qq.com/s/P_v6f_we-1qdS0dfyQYGXA
152,"《原神》做卡牌，偷鹅不成蚀把“米”",https://mp.weixin.qq.com/s/C-lS_vsILItOSDH6Y4uW2A
153,"618，我为什么不买了？",https://mp.weixin.qq.com/s/1RmW9vqfMGm3V0176nyA5Q
154,"收费1%、社交升级，闲鱼的“缓兵之计”治标能否治本？",https://mp.weixin.qq.com/s/PpUu9wjuDVHu6s-GobH1ZQ
155,"文娱行业，将进入多模态战争丨暨“AIGC×泛内容”TOP50榜单发布",https://mp.weixin.qq.com/s/TELvzQooVKW1wgKqUG8amw
156,"资本入局、给BAT打工、税费改革，上影节议题十年变迁史",https://mp.weixin.qq.com/s/D3LkHd7LbPI_gu_OxNt9Sw
157,"我们和海马体、周大生、朗姿聊了聊，视频号到底怎么做？",https://mp.weixin.qq.com/s/dzezYBvaYj6gBc2zRsbjcQ
158,"长视频变局，腾讯视频“变奏”",https://mp.weixin.qq.com/s/mQUOKWNN8HtmrAwfDFhpwg
159,"从古装厂牌到全能玩家，年均爆款的西嘻影业提供了影视公司的生存法",https://mp.weixin.qq.com/s/AvSa9-MpuC6FOMMXEid6xg
160,"快手看“姐姐”，才知道内娱“活人”含量这么高",https://mp.weixin.qq.com/s/Id1mwFm2DqACVG9taKGtqQ
161,"“疯狂污染中文互联网”的，并不是AI",https://mp.weixin.qq.com/s/hDdnn_9VvREPDz6q6b5zSw
162,"腾讯大模型，有啥不一样？",https://mp.weixin.qq.com/s/Iot78w8gcu-PBfB_njl68w
163,"30万人挤进张兰直播间，只“吃瓜”不掏钱？",https://mp.weixin.qq.com/s/X7HQfP0HKHiEVTyi-lSIsQ
164,"营销靠演技，点映抢排片，端午档格局已定",https://mp.weixin.qq.com/s/E9vLC1fEGqUDtpJAGSA3_w
165,"专访于冬 | 上市后全员涨薪7%，布局剧集与IP实景，博纳进入积淀时刻",https://mp.weixin.qq.com/s/0LHWazqC-NCOVemhAdnPRw
166,"美妆巨头陷入焦虑：做VC、清库存、卷向线下",https://mp.weixin.qq.com/s/aGgwdZ_CQgY-QRs2eDI9FQ
167,"蔡徐坤塌房：关联18个品牌，演唱会综艺或受影响",https://mp.weixin.qq.com/s/Oi5x_x-lDAlD6a0LatxsYA
168,"快递小哥“失去”618",https://mp.weixin.qq.com/s/C7trSVjsMWZpt66CBAUwzg
169,"均价40元+的贵价咖啡，靠什么“赢过”9.9元的瑞幸？",https://mp.weixin.qq.com/s/Ph9_untpJuvsg_609jrCjw
170,"高考志愿填报文娱专业的人后来怎么样了？",https://mp.weixin.qq.com/s/TNIjMsvSAw2Bl8CWdYQ5Lw
171,"20部国产科幻观察：有“幻”缺“科”、IP依赖症、主靠末世与AI",https://mp.weixin.qq.com/s/u3hFuQvCGbS1OE04YutsHg
172,"解码融创文化的“AI变革”，五大部门集体亮相，工作流全面拥抱丨文娱行业AI转型巡礼",https://mp.weixin.qq.com/s/L_NccbU4GG_WVxJhnb8kWg
173,"“翻车”不掉粉，蜜雪冰城凭什么被网友“溺爱”？",https://mp.weixin.qq.com/s/jshM8yYn5RyfvKSOiLcXAg
174,"娱乐资本论夏季招聘全面开启",https://mp.weixin.qq.com/s/VLsCof4VkRRhXXETRH3wqg
175,"从微博电影之夜说起，热门IP的品牌赞助方法论",https://mp.weixin.qq.com/s/c5zBGlXkFEIhY3OxrE1VVQ
176,"5G加持，行业生态迎来全新升级与创新",https://mp.weixin.qq.com/s/MTGTRNlYIffjfUaE2OLMhA
177,"5月网剧备案：总数增长70%，《大奉打更人》《第八号当铺之霁月篇》备案",https://mp.weixin.qq.com/s/hQLaW6U0LQKaQ1oYCFiafw
178,"谁在把AI大模型搬进海尔、香港大学等校企内网？",https://mp.weixin.qq.com/s/_nd_nP-rddKzyu7AE-8Jwg
179,"独家对话爱奇艺×蒙牛：说唱IP如何实现品效协同？",https://mp.weixin.qq.com/s/JU9gJRw6fB7BOHYVnkbOKA
180,"4380万签下戚薇，华夏视听能做成东方甄选2.0吗？",https://mp.weixin.qq.com/s/bR8CgDXg3MfrDb99iSjtOg
181,"低欲望的日本人，正在走出“失去的30年”",https://mp.weixin.qq.com/s/u3nn8iZdi8do0EYTODAgtw
182,"《中国好声音》入淘背后：灿星迈出电商直播第一步",https://mp.weixin.qq.com/s/AMvD6V5vjFo3Zv4N4G2xGg
183,"5月电视剧备案：《花千骨2》回归，徐克首部科幻《太阳系公民》备案",https://mp.weixin.qq.com/s/Lg6ZZlz_d6JxNPHs9OfZTQ
184,"“落地仙侠”《护心》用“高燃+轻喜”为青春仙侠赋新释义|对话好奇心影业刘璐",https://mp.weixin.qq.com/s/PQIrbxL0ZpI1DyS6746__A
185,"好莱坞抵制AI“秘密入侵”，中国文娱业弯道超车的机会？",https://mp.weixin.qq.com/s/fsMjG56q2Ocm3XFnbfPDyg
186,"蔡徐坤翻不翻车，中国人都能买爆Prada",https://mp.weixin.qq.com/s/CH8Zs6dDXsWW-rBxO_DrEA
187,"左手短剧，右手明星，快手如何打赢娱乐内容消费暑期战？",https://mp.weixin.qq.com/s/ghniIUF0Umz9ei6692Wbow
188,"“希望这部电影能把我的尊严赢回来”| 对话《八角笼中》王宝强",https://mp.weixin.qq.com/s/Eg5vhj4xoa1pyws-hUN3oA
189,"演唱会IN2023：不卖唱功卖仪式",https://mp.weixin.qq.com/s/mN45qG8TmvqNhhjnMrJlkg
190,"雪藏20年，最强豪门大女主杀出来了",https://mp.weixin.qq.com/s/99qVah28I2lGbY4nt9I_fg
191,"中文在线从融创文化手中，共1.38亿收购头部动漫IP罗小黑",https://mp.weixin.qq.com/s/1Pe4kh6XSN1dwwZ15RhF7g
192,"拼多多是怎么抢下00后的？",https://mp.weixin.qq.com/s/louaUpOKMTO050W9pzx22w
193,"“生孩子发5万”之后，梁建章还有一部谈人口问题的舞台剧",https://mp.weixin.qq.com/s/P8r8fxCbndmXGGB1z0CzKQ
194,"观夏瑞幸掰头？乐乐茶“发疯”！｜爆槽娱子酱",https://mp.weixin.qq.com/s/37GL2KGiEVNslgvXEPEFvg
195,"B站组织架构调整：发力电商，为商业化破局？",https://mp.weixin.qq.com/s/GaUjGi5BBLZheAZ4J3i0xQ
196,"重启增长新蓝图，2023第十一届TopDigital创新营销盛典圆满落幕！",https://mp.weixin.qq.com/s/F7vB-qRU1cjCVRtx46rMMw
197,"6月IP衍生品榜：《魔道祖师》玩偶热卖 原神手办独占3席",https://mp.weixin.qq.com/s/aeZLrx9XneJWzPo06hHTgg
