序号,文章标题,URL
81,"单场GMV上百万，许昕是怎么接住奥运这波流量的？",https://mp.weixin.qq.com/s/hOi2anEJvb_ZaJd8uSyqLA
82,"名创优品半年IP授权费高达1.83亿，这笔钱花给了谁？",https://mp.weixin.qq.com/s/Zr-pV5uOvizsATCgOKVlEA
83,"老牌综艺怎么赢？上星很重要丨《中餐厅》八季观察",https://mp.weixin.qq.com/s/NJTpuVSf-vEYpTVAKbUZlQ
84,"部分艺联影院疑虚假排片，文艺片宣发困局难解",https://mp.weixin.qq.com/s/tJL1FTnERMQxVG_YFc6UFw
85,"解码爱优腾芒会员排播：价格歧视与增长焦虑",https://mp.weixin.qq.com/s/kmuQ6NxbUen87qtdn9eoxA
86,"Netflix把主题乐园开在奥莱，它能挑战迪士尼吗？",https://mp.weixin.qq.com/s/Mxh_rA6-W4aA7GnsGiZsKg
87,"韩束紧跟珀莱雅当上老二，自然堂急了？",https://mp.weixin.qq.com/s/fUZPJpWQEcImGP_P74_pQg
88,"领先版本！韩国低欲望社会再出现象级恋综",https://mp.weixin.qq.com/s/3LNwVOG0CnfCudWEEfi7hg
89,"销售额环比激增340%，反季促销救活服装电商？",https://mp.weixin.qq.com/s/GD-YJeTriV7no3fs6IawrQ
90,"八月，热映纷呈｜小娱月报",https://mp.weixin.qq.com/s/c-4gpiojTSuTyrcuYhqmGg
91,"半数亏损，电影公司的钱亏在了哪里？|2024半年报解读",https://mp.weixin.qq.com/s/oDj_0gkeBskAxwqcLvMVWw
92,"宝宝喜剧占主流，国产偶像走错路",https://mp.weixin.qq.com/s/rK4yWVVXH4flBhEYyfhh3A
93,"男性消费崛起：一个改变文娱业底层的新逻辑",https://mp.weixin.qq.com/s/Q_c4FaVUJSGgCNgcfsHJYg
94,"50万达人带来40亿销售，一文揭秘“深度分销”",https://mp.weixin.qq.com/s/RBNJwCV99WZux-DiO0epPg
95,"始祖鸟平替，盯上“美团模式”",https://mp.weixin.qq.com/s/OsJxA4VxvuLrbDifV1aSyw
96,"一场一千万版权费，国足用什么守护他的付费用户",https://mp.weixin.qq.com/s/TEMciN-Uy3lseNGcREW8aA
97,"起底自媒体界的“江西帮”：批量起号，AI放量，甲方最爱",https://mp.weixin.qq.com/s/vsQJl3MhM-pXHIuK6WwD8Q
98,"从“柿柿如意”看思念食品的品牌“革新”|品牌深壹度",https://mp.weixin.qq.com/s/YpkrC5tseWK35nk29JZsBg
99,"哈乙大战背后，是3小时卖出1亿的国乙周边产业链",https://mp.weixin.qq.com/s/eY825TxjRmcnxhpeACBIKw
100,"哪吒汽车找娜扎代言被指“踩雷”，汽车明星代言到底该怎么做？",https://mp.weixin.qq.com/s/YNkrwuskjlmm-LDuKygnKQ
101,"零食量贩竞争进入“红海”，各品牌已杀入彼此腹地",https://mp.weixin.qq.com/s/tZOtQlx4USj3_hUYXnDr1A
102,"从《闪婚老伴》到红果分账破亿，短剧赚钱逻辑又变了",https://mp.weixin.qq.com/s/ym2TEuddlpRgub9vsKH58w
103,"辛巴小杨哥“鹬蚌相争”，蟹太太“渔翁得利”",https://mp.weixin.qq.com/s/mezWObLUYw4CpkAApgu3sQ
104,"影视制作的进化之路，下一步指向AIGC",https://mp.weixin.qq.com/s/3xl5hVlZL4FRseOJqJqngQ
105,"黑神话月饼、中药月饼、土特产月饼…今年什么月饼最好卖？",https://mp.weixin.qq.com/s/0EA48qH682XPBG7jUIxMtA
106,"香港人没听说过的“美诚月饼”，把小杨哥曾志伟都拉下水",https://mp.weixin.qq.com/s/lSdjREHs7UW-3uC5ybAcbA
107,"机遇与挑战并存，潮牌HOLDOUMEN提前步入突围赛｜对话王一珩、何浩楠、鹭卓",https://mp.weixin.qq.com/s/N0G-8JHdWuqiqWm9fh-jEQ
108,"告别出轨婆媳，直面失业阶层，婚姻家庭剧的“后经济时代”",https://mp.weixin.qq.com/s/EFdhLmzNRuWrS9SXMfVhSA
109,"电竞领域热度再升级，斗鱼如何乘势再起飞？",https://mp.weixin.qq.com/s/j5gMf3U75ajvqB3JGqsZ_Q
110,"今年的月饼，不是特别圆",https://mp.weixin.qq.com/s/OWs38pWNNFe0QjeWUjihEA
111,"相柳AI热度破亿，长视频平台押宝用户端AIGC",https://mp.weixin.qq.com/s/ahPYvdm-UEDPnBZV7iMrXw
112,"《漫威》手游等屡战屡败，IP手游的严苛成功学",https://mp.weixin.qq.com/s/U6w5qltFbh-6lv35DKVISQ
113,"影视剧看不见的中老年，短剧看见了",https://mp.weixin.qq.com/s/RrWoSK2CMcD-palmi4-iIA
114,"新锐势力榜之短剧平台TOP10：网文平台孵化、MCN转向，版权发行二合一",https://mp.weixin.qq.com/s/JL-BHdlN739iSwizkFnATw
115,"新锐势力榜之短剧编剧TOP10：写手到编剧、长剧到短剧，爆款背后是编剧升级",https://mp.weixin.qq.com/s/zPp1fEMWLGQTJxyUIfc9wA
116,"新锐势力榜之短剧导演TOP10：从市场边缘走向中心，从网络电影、TVC导演走向短剧",https://mp.weixin.qq.com/s/xfT8bNhWGVXWDULCK86v2g
117,"新锐势力榜之短剧导演TOP10：从市场边缘走向中心，从网络电影、TVC导演走向短剧",https://mp.weixin.qq.com/s/cO6IzS6V4BCEMBR-sbV_xA
118,"狮门影业片库卖去炼 AI ，潘多拉魔盒就此打开？",https://mp.weixin.qq.com/s/mvHfgUpsNK8xKHus0ZcXng
119,"这45个名字，代表了短剧的未来| 2024年短剧新锐势力榜解析",https://mp.weixin.qq.com/s/rqW-mpPTojcKjh91E7kRBA
120,"新锐势力榜之短剧制作方TOP15：原生崛起、MCN和传统影视入局，走向精品化",https://mp.weixin.qq.com/s/i4ARTJT8JLAeCiEE8mT5mQ
121,"3天3000w，“打脸恶媳”流短剧成爆款新模型｜拆剧《婚礼上婆婆惊艳全场》",https://mp.weixin.qq.com/s/KH3LUzqRImO6CU92Um4Y7w
122,"不复婚、不和解、没人养，破碎家庭扎堆十年史低中秋档",https://mp.weixin.qq.com/s/86w5dsJ_cJ6hNF05ncjHRA
123,"新锐势力榜之短剧平台TOP10：网文平台孵化、MCN转向，版权发行二合一",https://mp.weixin.qq.com/s/3_YVYuJl8w2NnbaqnSohbQ
124,"“二线”斩棘，“三线”放牧，综艺不再烧一线艺人",https://mp.weixin.qq.com/s/uk2Y52cyqrulGBP6grPPmw
125,"中秋短途游增量不增价，文旅产业不靠景区靠演艺",https://mp.weixin.qq.com/s/A0xKz_sqqfPWJ3bO6WTddQ
126,"代言市场回暖，效果却遇冷，明星代言怎么了？",https://mp.weixin.qq.com/s/3JwcdB6ouqAcqGB23pSc7Q
127,"张大奕“关店”：网红电商浮华背后的残酷真相",https://mp.weixin.qq.com/s/uLNSe_dFgndD1ckTBgIoBw
128,"头部公司与平台押宝悬疑+，唐诡3备案 |8月网剧备案",https://mp.weixin.qq.com/s/kCjMcgwKD2JlFAZR8jh-Tg
129,"新锐势力榜之短剧编剧TOP10：写手到编剧、长剧到短剧，爆款背后是编剧升级",https://mp.weixin.qq.com/s/wIwCn8mcwhTihlQ-ZyLcDg
130,"请司马南站台自毁长城，西凤酒上市更难了",https://mp.weixin.qq.com/s/CZ_TJmLIhAKBEPlE0z0bug
131,"新锐势力榜之短剧制作方TOP15：原生崛起、MCN和传统影视入局，走向精品化",https://mp.weixin.qq.com/s/_8VHEi49CWDx44lvx-CLNw
132,"为什么“盗笔剧”数据不差，观众却更爱“鬼吹灯”",https://mp.weixin.qq.com/s/mBJZ7qKDArC22l7RNyPRYA
133,"任天堂告了幻兽帕鲁，索尼腾讯网易率先遭殃？",https://mp.weixin.qq.com/s/0UNtPXN674VhGXErWvksUw
134,"2024游戏价格战：国内通缩，海外通胀",https://mp.weixin.qq.com/s/zNueaJYw1mwmUE8wSx82gA
135,"小英一家疑塌房，“贩卖苦难”这门生意不好做",https://mp.weixin.qq.com/s/0j8SSYk96b_NG-0jGGwJ3g
136,"TME与殿堂级作词人易家扬宣布达成全新合作",https://mp.weixin.qq.com/s/r8S53wIolhKa6Ec2rpHbAg
137,"暴力刚好，出轨不行，《半熟男女》等女性剧恶女生存指南",https://mp.weixin.qq.com/s/xjfA7K8SSK_63iRyPjp0mA
138,"《蛋仔派对》大降56%，未成年不找蛋搭子找猴哥？",https://mp.weixin.qq.com/s/bMo4C7k-tCatEsAOn90h-g
139,"好莱坞大罢工一周年：工会胜利，工人失业",https://mp.weixin.qq.com/s/dXs2MBq0MdLvHZtGBDUk_w
140,"技术流VS咆哮式打假：“高危职业”揭黑博主靠啥崛起？",https://mp.weixin.qq.com/s/HuB7mYH7QOfGCt0ELg5INA
141,"不能再涨价！不能再文艺！国庆档目标是守住20亿",https://mp.weixin.qq.com/s/RcoeoK1rdDV8ioNclkx8kg
142,"对话星巴克：穿越甜宠、联动营销，首部品牌短剧做对了什么？",https://mp.weixin.qq.com/s/qseijerQrD9EuFBhVqTEgw
143,"卖课卖了一个亿？诗人冯唐又瞄准了AI",https://mp.weixin.qq.com/s/Fg3N-8s7ba4uMyKvoo4UPQ
144,"9月互联网专利盘点：咪咕研究弹幕生成图片，腾讯优化视频播放",https://mp.weixin.qq.com/s/5qEwNFogqtxbQM2SRRQErA
145,"国庆假期的第一个旅游趋势，出现了",https://mp.weixin.qq.com/s/IeyIs8ht3Wxvs6SQKueU3g
146,"极度内卷的美妆行业仍有三个机会点：科技、线下、洗护 | 对话白天明",https://mp.weixin.qq.com/s/1UQ3w6-8bxIFrk5oOhkOkQ
147,"为何民营“五大”集体缺席国庆档？",https://mp.weixin.qq.com/s/ImTaaJ1OvJR26Pp46HfHTw
148,"《749局》争议始末：影视热钱时代的遗迹",https://mp.weixin.qq.com/s/piNfbVKV524KS2sZZUXCcw
149,"短剧，正在用00后的方式打开“长征”",https://mp.weixin.qq.com/s/J7nL_WvOUsP3sLHNawdpMA
150,"转转买下红布林：消费降级，二奢向上",https://mp.weixin.qq.com/s/M3LViNsOF95nW_DXxZ10Iw
151,"倒反天罡？短剧人给国庆档开药方：用户思维、去演员化、数据导向",https://mp.weixin.qq.com/s/7dZ0783rQhRm6TIZMp5cag
152,"两年增长6倍，黄天鹅的品类突围｜品牌深壹度",https://mp.weixin.qq.com/s/Dw-ArEuBiR9ydQK6uHOPNg
153,"临期机酒大跳水，为何依然吸引不来年轻人？",https://mp.weixin.qq.com/s/dIkGNHJAz-yvODG1z_iUZw
154,"脱口秀发声，真人秀哑火，“女性综艺”为什么红不了？",https://mp.weixin.qq.com/s/fiP61sViHTK_RdtLc8O_Yw
155,"IP联名：起于餐饮，兴于茶饮，蔓延至全行业？｜8月9月联名盘点",https://mp.weixin.qq.com/s/rpgJtoxqdAmSviAm7EKQ5w
156,"用武侠风拍犯罪，用宿命感拍打拐丨五百详解《浴火之路》",https://mp.weixin.qq.com/s/Qq1K4n36KqwSu2OsjSR6IQ
157,"肯尼亚匈牙利埃及大热，这个十一非洲和东欧是怎么火起来的？",https://mp.weixin.qq.com/s/hovajIx_J0Ybmc2rcd_F6A
158,"古偶怪圈：一边羞耻，一边换乘",https://mp.weixin.qq.com/s/fkgA1lm5tWn8t2fVkcLx8Q
159,"片酬过千万，票房有分成，三戏连排的肖央为何扛不住国庆档？",https://mp.weixin.qq.com/s/H17EYux8Ws1VdzrLC714hA
160,"倒计时8天！一文带你看遍中国玩协四大展逛展攻略",https://mp.weixin.qq.com/s/FJvZSY2YaMIqCXjacuYBIA
161,"传承与探索：优酷全球化战略描绘国漫出海新蓝图",https://mp.weixin.qq.com/s/LPIe_edgEPU2IIkpUCVpqg
162,"泥潭中的茶饮加盟商：百万亏损，点位被抢，“自己人打自己人”",https://mp.weixin.qq.com/s/sG-avfA9UiaGi7ugpVtnfg
163,"金秋九月，热爱继续｜小娱月报",https://mp.weixin.qq.com/s/OzpOzLc5UTLnLWqt3x3REA
164,"优爱腾片单2025中，影视公司正与平台“换乘恋爱”",https://mp.weixin.qq.com/s/hFrwZGjikEWADvBr9l-y0w
165,"中国乒乓，需要“莎头”CP",https://mp.weixin.qq.com/s/zgs47ILP34VmPUhp8ZOzwg
166,"130亿收购育碧？腾讯出海得学米哈游",https://mp.weixin.qq.com/s/M6BDE15KcxaucvPD6yPVPw
167,"一年拿下20多个代言，品牌最爱的男顶流不再是“菜鸟驿站”了？",https://mp.weixin.qq.com/s/EDHp_UNpotsM6zvBCfckHA
168,"李诞之后，大冰又成了直播间好闺蜜？",https://mp.weixin.qq.com/s/18RPR8_UlgFF4Rt1nuQv2A
169,"零售业迎来大变局，大润发突然变得“性感”？",https://mp.weixin.qq.com/s/0Y-HKhFxrEIepPklYPZaBw
170,"米家手把手教你做小红书：爆文、爆品是如何养成的？｜品牌深壹度",https://mp.weixin.qq.com/s/QBxPDIZydOb7DbcSyF_2rg
171,"以华代日，日本手游靠中国厂商支撑",https://mp.weixin.qq.com/s/j-1fTmlU65T7UPgZmMPrbA
172,"国内4K不如海外1080p：我们还得再掏多少钱？",https://mp.weixin.qq.com/s/MRE_iO9oLovBg5fBOkglQg
173,"从一场创投，看见国产科幻电影叙事新可能",https://mp.weixin.qq.com/s/PImko28yjayIVbNiH257Ag
174,"《喜单》高热收官：从草根出发，人人都可以是“喜剧之王”",https://mp.weixin.qq.com/s/-w6S9ngyBSZ7ABr7JqQg8A
175,"国牌美妆，杠上“头皮”",https://mp.weixin.qq.com/s/0PpgsVPF7FboQTmXw3HvOg
176,"我，清北社畜，被小马宝莉的小孩姐连骗四回丨自述",https://mp.weixin.qq.com/s/bT8gVwHFXqHvK4myetgBhQ
177,"炸号、骂战、直播持仓…“牛市”里财经博主比炒股更赚钱?",https://mp.weixin.qq.com/s/gHhho7mKZbw81NtL_P0N9w
178,"从付费到免费，短剧行业迎来新选择",https://mp.weixin.qq.com/s/pBQIckaZ2Uv-gLArNQgq5w
179,"万达传奇“离婚”，万达拿回百亿彩礼，传奇留下沙丘、哥斯拉嫁妆",https://mp.weixin.qq.com/s/L4g--f69bo6zcCtCERTMHg
180,"腾讯在线视频王娟：聚力精品内容创新，打造多元剧集矩阵",https://mp.weixin.qq.com/s/OH1XFECjcPrPK4tH8QMY5g
181,"“捏捏”直播间，饥饿营销下的情绪狂欢",https://mp.weixin.qq.com/s/W02rye0rGMRtW_acbTO4tQ
182,"腾讯综艺，始终在场",https://mp.weixin.qq.com/s/OT-1Qs_o5sRQq5Gr8AQmYg
183,"没有死磕眼镜，字节跳动为什么选择做AI耳机？",https://mp.weixin.qq.com/s/th3gFOzSggS3cB2MGv4uGQ
184,"手机厂商纷纷“All in AI”，为何AI手机卖不动？",https://mp.weixin.qq.com/s/nxPNL61u4GyOJ-NitVEygA
185,"京东杨笠风波背后的双十一“舆论战”",https://mp.weixin.qq.com/s/o4n637mYb0nyZeBVAcgJWg
186,"职场、复仇、女性独立的三重奏，港式大女主爽在哪？",https://mp.weixin.qq.com/s/75Ilm_zp5Nz5pYTPo-ZOaA
187,"腾讯调架构、网易换帅，谁才能做出下一个“黑神话”丨万字文",https://mp.weixin.qq.com/s/LIUdnGit_4js3dnFKNgfiQ
188,"找100家公司，聊2025年IP授权机遇在哪里？",https://mp.weixin.qq.com/s/cavcnhcugiIVMBEQp3xAnQ
189,"江苏广电2025荔枝品牌大会举办，两档节目获百万创意大奖！",https://mp.weixin.qq.com/s/eWSKW7IiiIMlQYv53UkV4A
190,"为什么短剧依然是品牌营销的头号载体？",https://mp.weixin.qq.com/s/j2_J22CwpDZ4drfjJwlV5A
191,"田小娟解约CUBE，她将成为女版权志龙还是朴振英",https://mp.weixin.qq.com/s/lC_jUKiouj2WuqT7qlK-ug
192,"从“恨张力”到双向救赎，“古偶2.0”《春花焰》的新鲜感何来？",https://mp.weixin.qq.com/s/jifHDQO0jRNEoomzqDJQkg
193,"想买便宜会员？爱奇艺提供了两种新选择",https://mp.weixin.qq.com/s/L8fivr8YLY8gEhLbULiGZw
194,"还用40年前的AJ 1打天下，耐克跌落神坛不奇怪",https://mp.weixin.qq.com/s/i3ppMTqFBlomv6vy4dTB4g
195,"“精彩故事，尽在环球”|对话环球产品与消费体验",https://mp.weixin.qq.com/s/FetUYvv9w5ca_C38SfXnsA
196,"拥抱潮流年轻人，可持续发展IP|对话品源文华",https://mp.weixin.qq.com/s/xbbe7x7Bb3MEiKfk6aN09w
197,"小保姆爱老头，中老年男频短剧狂砍2000万突破女频包围",https://mp.weixin.qq.com/s/V-XxdeVxDZW2RD3FkDZ0UQ
